"id","nom_amenageur","siren_amenageur","contact_amenageur","nom_operateur","contact_operateur","telephone_operateur","nom_enseigne","id_station_itinerance","id_station_local","nom_station","implantation_station","adresse_station","code_insee_commune","code_dep","nbre_pdc","puissance_nominale","prise_type_ef","prise_type_2","prise_type_combo_ccs","prise_type_chademo","prise_type_autre","gratuit","paiement_acte","paiement_cb","paiement_autre","tarification","condition_acces","horaires","raccordement","date_mise_en_service","cable_t2_attache","consolidated_longitude","consolidated_latitude"
"5750","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","GreenToWheel","FRALLPCAS010",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","10","22","true","true","false","false","false","false","false","false","true","49 cts/kWh","Accès libre","24/7","Direct","2021-11-22",,"-3.3448640000","47.7763310000"
"5751","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","GreenToWheel","FRALLPCAS010",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","10","22","true","true","false","false","false","false","false","false","true","49 cts/kWh","Accès libre","24/7","Direct","2021-11-22",,"-3.3448640000","47.7763310000"
"5752","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","ALLEGO","FRSITE00000009",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","14","22","true","true","false","false","false","false","false","false","true","49 cts/kWh","Accès libre","24/7","Direct","2021-11-22",,"-3.3447835000","47.7762883000"
"5754","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Lanester","FRALLPGO002081","FRALLPGO002081","Allego - Carrefour Lanester","Station dédiée à la recharge rapide","78 Avenue Ambroise Croizat","56098","56","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2021-11-22","False","-3.3447835000","47.7762883000"
"5755","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","ALLEGO","FRSITE00000009",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","14","22","true","true","false","false","false","false","false","false","true","49 cts/kWh","Accès libre","24/7","Direct","2021-11-22",,"-3.3447835000","47.7762883000"
"5757","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Lanester","FRALLPGO002081","FRALLPGO002081","Allego - Carrefour Lanester","Station dédiée à la recharge rapide","78 Avenue Ambroise Croizat","56098","56","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2021-11-22","False","-3.3447835000","47.7762883000"
"5758","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","GreenToWheel","FRALLPCAS010",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","10","22","true","true","false","false","false","false","false","false","true","49 cts/kWh","Accès libre","24/7","Direct","2021-11-22",,"-3.3448640000","47.7763310000"
"5759","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","GreenToWheel","FRALLPCAS010",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","10","22","true","true","false","false","false","false","false","false","true","49 cts/kWh","Accès libre","24/7","Direct","2021-11-22",,"-3.3448640000","47.7763310000"
"5896","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","ALLEGO","FRSITE00000009",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","14","300","false","true","true","false","false","false","false","true","true","59 cts/kWh","Accès libre","24/7","Direct","2021-11-22",,"-3.3447835000","47.7762883000"
"5898","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Lanester","FRALLPGO002099","FRALLPGO002099","Allego - Carrefour Lanester","Station dédiée à la recharge rapide","78 Avenue Ambroise Croizat","56098","56","2","300","False","False","True","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2021-11-22","False","-3.3447835000","47.7762883000"
"5899","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","ALLEGO","FRSITE00000009",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","14","300","false","true","true","false","false","false","false","true","true","59 cts/kWh","Accès libre","24/7","Direct","2021-11-22",,"-3.3447835000","47.7762883000"
"5901","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Lanester","FRALLPGO002099","FRALLPGO002099","Allego - Carrefour Lanester","Station dédiée à la recharge rapide","78 Avenue Ambroise Croizat","56098","56","2","300","False","False","True","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2021-11-22","False","-3.3447835000","47.7762883000"
"5902","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","GreenToWheel","FRALLPCAS010",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","10","300","false","false","true","false","false","false","false","true","true","59 cts/kWh","Accès libre","24/7","Direct","2021-11-22",,"-3.3448640000","47.7763310000"
"5903","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","GreenToWheel","FRALLPCAS010",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","10","300","false","false","true","false","false","false","false","true","true","59 cts/kWh","Accès libre","24/7","Direct","2021-11-22",,"-3.3448640000","47.7763310000"
"5904","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","ALLEGO","FRSITE00000009",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","14","300","false","true","true","false","false","false","false","true","true","59 cts/kWh","Accès libre","24/7","Direct","2021-11-22",,"-3.3447835000","47.7762883000"
"5906","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Lanester","FRALLPGO002100","FRALLPGO002100","Allego - Carrefour Lanester","Station dédiée à la recharge rapide","78 Avenue Ambroise Croizat","56098","56","2","300","False","False","True","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2021-11-22","False","-3.3447835000","47.7762883000"
"5907","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","ALLEGO","FRSITE00000009",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","14","300","false","true","true","false","false","false","false","true","true","59 cts/kWh","Accès libre","24/7","Direct","2021-11-22",,"-3.3447835000","47.7762883000"
"5909","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Lanester","FRALLPGO002100","FRALLPGO002100","Allego - Carrefour Lanester","Station dédiée à la recharge rapide","78 Avenue Ambroise Croizat","56098","56","2","300","False","False","True","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2021-11-22","False","-3.3447835000","47.7762883000"
"5910","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","GreenToWheel","FRALLPCAS010",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","10","300","false","false","true","false","false","false","false","true","true","59 cts/kWh","Accès libre","24/7","Direct","2021-11-22",,"-3.3448640000","47.7763310000"
"5911","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","GreenToWheel","FRALLPCAS010",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","10","300","false","false","true","false","false","false","false","true","true","59 cts/kWh","Accès libre","24/7","Direct","2021-11-22",,"-3.3448640000","47.7763310000"
"5912","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","ALLEGO","FRSITE00000009",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","14","43","false","true","false","false","false","false","false","false","true","49 cts/kWh","Accès libre","24/7","Direct","2021-12-08",,"-3.3447835000","47.7762883000"
"5913","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Lanester","FRALLPGO002101","FRALLPGO002101","Allego - Carrefour Lanester","Station dédiée à la recharge rapide","78 Avenue Ambroise Croizat","56098","56","3","43","False","False","True","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2021-12-08","False","-3.3447835000","47.7762883000"
"5914","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","ALLEGO","FRSITE00000009",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","14","50","false","false","false","true","false","false","false","false","true","59 cts/kWh","Accès libre","24/7","Direct","2021-12-08",,"-3.3447835000","47.7762883000"
"5915","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Lanester","FRALLPGO002101","FRALLPGO002101","Allego - Carrefour Lanester","Station dédiée à la recharge rapide","78 Avenue Ambroise Croizat","56098","56","3","50","False","False","True","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2021-12-08","False","-3.3447835000","47.7762883000"
"5916","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","ALLEGO","FRSITE00000009",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","14","50","false","false","true","false","false","false","false","false","true","59 cts/kWh","Accès libre","24/7","Direct","2021-12-08",,"-3.3447835000","47.7762883000"
"5917","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Lanester","FRALLPGO002101","FRALLPGO002101","Allego - Carrefour Lanester","Station dédiée à la recharge rapide","78 Avenue Ambroise Croizat","56098","56","3","50","False","False","True","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2021-12-08","False","-3.3447835000","47.7762883000"
"5918","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","GreenToWheel","FRALLPCAS010",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","10","43","false","true","false","false","false","false","false","false","true","49 cts/kWh","Accès libre","24/7","Direct","2021-12-08",,"-3.3448640000","47.7763310000"
"5919","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","GreenToWheel","FRALLPCAS010",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","10","50","false","false","false","true","false","false","false","false","true","59 cts/kWh","Accès libre","24/7","Direct","2021-12-08",,"-3.3448640000","47.7763310000"
"5920","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","GreenToWheel","FRALLPCAS010",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","10","50","false","false","true","false","false","false","false","false","true","59 cts/kWh","Accès libre","24/7","Direct","2021-12-08",,"-3.3448640000","47.7763310000"
"5921","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","ALLEGO","FRSITE00000009",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","14","43","false","true","false","false","false","false","false","false","true","49 cts/kWh","Accès libre","24/7","Direct","2022-11-10",,"-3.3447835000","47.7762883000"
"5922","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Lanester","FRALLPGO002102","FRALLPGO002102","Allego - Carrefour Lanester","Station dédiée à la recharge rapide","78 Avenue Ambroise Croizat","56098","56","3","43","False","False","True","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2022-11-10","False","-3.3447835000","47.7762883000"
"5923","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","ALLEGO","FRSITE00000009",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","14","50","false","false","false","true","false","false","false","false","true","59 cts/kWh","Accès libre","24/7","Direct","2022-11-10",,"-3.3447835000","47.7762883000"
"5924","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Lanester","FRALLPGO002102","FRALLPGO002102","Allego - Carrefour Lanester","Station dédiée à la recharge rapide","78 Avenue Ambroise Croizat","56098","56","3","50","False","False","True","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2022-11-10","False","-3.3447835000","47.7762883000"
"5925","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","ALLEGO","FRSITE00000009",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","14","50","false","false","true","false","false","false","false","false","true","59 cts/kWh","Accès libre","24/7","Direct","2022-11-10",,"-3.3447835000","47.7762883000"
"5926","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Lanester","FRALLPGO002102","FRALLPGO002102","Allego - Carrefour Lanester","Station dédiée à la recharge rapide","78 Avenue Ambroise Croizat","56098","56","3","50","False","False","True","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2022-11-10","False","-3.3447835000","47.7762883000"
"5927","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","GreenToWheel","FRALLPCAS010",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","10","43","false","true","false","false","false","false","false","false","true","49 cts/kWh","Accès libre","24/7","Direct","2022-11-10",,"-3.3448640000","47.7763310000"
"5928","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","GreenToWheel","FRALLPCAS010",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","10","50","false","false","false","true","false","false","false","false","true","59 cts/kWh","Accès libre","24/7","Direct","2022-11-10",,"-3.3448640000","47.7763310000"
"5929","Allego","842718512","fabien.lepeytre@allego.eu","Green To Wheel","info.allego.france@allego.eu","01 40 70 06 17","GreenToWheel","FRALLPCAS010",,"CASINO LANESTER","Parking privé à usage public","78 Avenue Ambroise Croizat56600 LANESTER","56098","56","10","50","false","false","true","false","false","false","false","false","true","59 cts/kWh","Accès libre","24/7","Direct","2022-11-10",,"-3.3448640000","47.7763310000"
